Gene,Xobs
YGL094C,0.0076168704227352
YLR057W,1.11476312034707
YER012W,0.0104787136424632
YJL217W,0.692553298160319
YNL022C,5.53938064281534
YER155C,0.0431730550948404
YKR008W,0.0487219553597527
YMR292W,0.00406023710015151
YDR373W,0.00383824231175181
YJL039C,0.00229259910110346
YOR230W,0.0319869638388816
YMR228W,0.0200043074896628
YBL075C,0.201813200457055
YLL056C,0.00248638652216564
YEL057C,0.00957155293764429
YGL194C,0.0118749451045196
YMR130W,0.0519172672441167
YOL069W,0.123466257444432
YNL245C,0.00328465260739499
YLR226W,1.17046738949928
YKL188C,0.0440205530047061
YJL034W,0.0446761861738292
YDR066C,0.00391557577008196
YDR152W,0.018927975451042
YGL127C,0.00380442819797266
YNL029C,0.00895729613681704
YBR287W,0.0348061125872602
YJL011C,0.0677183299030768
YDR115W,0.0228934933461663
YIL075C,0.176155500707723
YDL125C,0.592753385006004
YOR344C,0.0181242050171619
YJR082C,0.0365679872175281
YLR380W,0.0383525037911119
YGL255W,0.0232815976723494
YMR207C,0.0335628761504785
YEL020C,0.0585477993511194
YJR074W,0.583984298717195
YNL222W,0.0229167498940527
YKR026C,0.032945844647743
YDR289C,0.0063018092708792
YHR035W,0.0484482668750883
YDL101C,0.00180769479350248
YOR023C,0.014423319144564
YIL103W,0.389082883253201
YEL043W,0.0145372680886464
YDR486C,0.0344034982996372
YGR035C,0.14589880509283
YIL129C,0.00278413131988591
YNL240C,0.0383559146814377
YHL010C,0.0357451800078516
YGR250C,0.0214959746794427
YLR272C,0.00550316860589752
YGL196W,0.331142929646233
YER086W,0.101562878086811
YPL167C,0.02196760301767
YBL058W,0.00232424425067247
YKL209C,2.54112622831417
YOL112W,0.0167946692619135
YPL141C,0.00307529535323782
YBR153W,0.00587924843087128
YPL153C,0.0518909036765849
YGL151W,0.0076168704227352
YNR023W,0.00651772316474475
YLR130C,0.0297749062644788
YDR252W,0.0795310991444479
YMR230W,0.0510052421792029
YMR299C,0.00786265126653568
YNR065C,0.0205030532246696
YDL157C,0.0286909004686519
YNL314W,0.0222728544947414
YJR011C,0.479588099152351
YMR079W,0.00952224682299411
YBL082C,0.201813200457055
YNL079C,0.00518836782079811
YLR385C,0.457569945371377
YPL229W,0.0229531787231079
YLR021W,0.227969675523281
YIL108W,0.00552664434146275
YPR149W,0.0521441623302818
YKL003C,0.00419723830611891
YDR518W,0.00957397058078039
YBR170C,0.00545983415426306
YGR283C,0.0369419527389126
YDR208W,0.326437268949816
YLR117C,0.0138329713860492
YNR004W,0.0222728544947414
YLR421C,0.01568088310139
YPR073C,0.109422149086253
YGL064C,0.256257754167311
YDL182W,0.0353491534363645
YBR007C,0.018599835011354
YOL063C,0.00561393579191162
YGL197W,0.00338248863938961
YCL027W,0.00789020257782037
YDL014W,0.0252770004043998
YDR325W,0.11743592736682
YCR095C,0.205773766465317
YKL206C,0.0298893648057653
YPL151C,0.0550741876625802
YIL039W,0.271590307337185
YMR037C,0.126551862516286
YLL041C,0.00198055943633037
YMR218C,0.00540606292738841
YER099C,0.00875296725424011
YCL014W,0.0219179966033559
YDR329C,0.11743592736682
YGR178C,0.00764440263090703
YNR003C,0.0657532296124753
YIL127C,2.90269650541815
YDR168W,0.0810743463168072
YDR368W,0.058994810983617
YHR018C,0.0121980075235743
YHR155W,0.0116464600459997
YLL039C,0.0705179943221662
YBR299W,0.0180462153757308
YIL011W,0.0187219624364964
YAR002W,0.0152673553532773
YMR143W,0.0690485188702743
YLR039C,0.0565999014033304
YLL009C,0.0179604069091862
YBR057C,0.00422952384254202
YMR113W,0.00288798885583981
YNL263C,0.127765576464115
YCL019W,0.0445679567189677
YMR244W,0.0400283309963859
YIL153W,2.90269650541815
YOR168W,0.137067741952877
YMR298W,0.00248479486572471
YBR087W,0.0186244184216107
YPR166C,0.17483439170768
YML020W,0.180019782318056
YHR142W,0.00122019778770885
YIR016W,0.0199004728818999
YNL194C,0.00410845248422608
YHR051W,0.0265772191724525
YEL026W,0.070950826966319
YBL069W,0.330566424294428
YMR279C,0.00200032797126909
YML035C,0.0106086592139925
YML110C,0.149939250860851
YBR227C,0.031912493567132
YPL221W,0.0118347455199844
YFL033C,0.0121871777963288
YDR485C,0.0255015221220713
YMR136W,0.0151505505531224
YKL168C,0.00294461968214621
YOR104W,0.0782611160868593
YLR270W,0.00967331631552948
YDR184C,0.0125810172344266
YGR006W,0.0404846237833086
YBR179C,0.0729334533131919
YGR030C,0.00696432160490922
YLR147C,0.0212717759049642
YMR128W,0.00875133217426953
YIL070C,0.00930476663670402
YIR033W,0.231034507988958
YDR013W,0.1703424924721
YKR024C,0.172833444644247
YJR070C,0.00518897949370688
YBR236C,0.00251563830131614
YLR091W,0.00233957130656736
YPR098C,0.0121153746894788
YJR096W,0.020157781610041
YLR046C,0.0705179943221662
YKL164C,0.013721095140865
YMR204C,0.021262695434285
YMR115W,0.187793413092232
YPR139C,0.0221823140076404
YDR475C,0.118471685474451
YDR341C,0.138328333143769
YEL001C,0.152139174429935
YDR483W,0.000950234319453339
YGL006W,0.894921772481809
YJL143W,0.0145002586249414
YOR332W,0.0238141531104276
YMR040W,0.149939250860851
YGL231C,0.0187926511180182
YAR071W,14.561234186852
YDR046C,0.409396908814135
YLR330W,0.00666181195674273
YIL029C,0.00502867554464985
YKR027W,0.00916591116885873
YNL100W,0.00248479486572471
YLL027W,0.0624922658380258
YML051W,0.00915921022991921
YOR081C,0.0115123224672178
YOL066C,0.0102607972118887
YKL212W,0.0901814957766978
YLR447C,0.166457016021288
YMR183C,0.00354222147211749
YHR218W,0.321082163110859
YLR044C,0.00233422635181154
YDR188W,0.021153246544701
YMR004W,0.0458344658422734
YGR057C,0.629271237925744
YDR120C,0.0011528993392388
YDL180W,0.036520412622288
YJR136C,0.00655097853812034
YOR301W,0.00813930250312946
YBR193C,0.088700604914817
YOR304CA,0.00813930250312946
YFL042C,0.0208007579014601
YKL107W,0.00800445353173864
YDR488C,0.00895253166780396
YKR099W,0.0479241114964074
YMR192W,0.0294175116559112
YKL034W,0.0936173271018117
YNL166C,0.0929194816132617
YNL159C,0.019548342657303
YFL030W,0.00535599370197209
YGL110C,0.0109240540859604
YER028C,0.00653350947134714
YPL196W,0.0174079886016542
YDL130W,0.21545240504861
YGL049C,0.894921772481809
YDL208W,0.592753385006004
YNL102W,0.00363979684574022
YML026C,1.11476312034707
YJR012C,1.95660289533312
YLR336C,0.00694335220406308
YNL304W,0.00941740691566476
YHR040W,0.00204017076412917
YIL155C,0.0030344429016362
YNL106C,0.0127101481364373
YGR214W,0.0159116080130462
YOR065W,0.0348800252235244
YLR007W,0.00514229889609001
YGL190C,0.303804854470344
YKL092C,0.016956718135849
YIL051C,0.0116464600459997
YBL059W,0.00530698573303356
YJR148W,0.0328104836206361
YHR086W,0.00136752998584798
YLL013C,0.00510714819457627
YJR001W,0.909008797005522
YPR068C,0.0546224964576795
YNL123W,0.00497595501624921
YJR111C,0.0077403946007828
YML032C,1.20260128314478
YDR298C,0.00502612264670289
YMR251WA,0.08433467635099
YOR261C,0.00774629229735491
YLR384C,0.00694335220406308
YBR010W,0.0208864675172238
YLR375W,0.0909246281049346
YHR075C,0.0216363024447733
YOR270C,0.00774629229735491
YGL247W,4.55266775343995
YPR121W,0.0162804544175996
YHR100C,0.00713986351616253
YLR085C,0.00781288350554586
YPL201C,0.625341529049469
YJR138W,0.00607754613712834
YOL091W,0.0415331812071651
YOL165C,0.0328870052581915
YAL059W,0.00302189257573364
YDR150W,0.0410550053741973
YAL047C,0.322835407530307
YLR328W,0.0487219553597527
YLR225C,0.203067212009023
YLR389C,0.320850960643227
YBR235W,0.110613955950439
YEL056W,0.0718706025639566
YOR134W,0.144759793308708
YLR008C,0.0946536098253429
YLR056W,0.172833444644247
YJL110C,0.0112467046092437
YOR357C,0.00944448025364857
YPL045W,0.178796416219444
YGR236C,0.00545305004438138
YDL246C,0.0012511592702977
YMR094W,0.203294487445446
YOR369C,0.0182426564450377
YNL256W,0.00479441534325541
YGR003W,0.0023543437192942
