Gene,Xobs
YAL001C,0.0464032925207673
YAL002W,0.0195872731143341
YAL003W,17.1719343326285
YAL005C,9.02521161642015
YAL007C,0.192837070177889
YAL008W,0.199709401062169
YAL009W,0.21493115130344
YAL010C,0.159064005928539
YAL011W,0.106995763723443
YAL012W,4.51126234006376
YAL013W,0.372325003253154
YAL014C,0.169528386383906
YAL015C,0.142544955379859
YAL016W,0.685849378336661
YAL017W,0.0469902789644703
YAL018C,0.210003125342833
YAL019W,0.103715596900592
YAL020C,0.52311103513613
YAL021C,0.244882206527315
YAL022C,0.224671797905081
YAL023C,1.93307028746731
YAL024C,0.0261693452065705
YAL025C,0.18265952410316
YAL026C,0.0209590109493604
YAL027W,0.201498813110448
YAL028W,0.171439358910847
YAL029C,0.0384329885068267
YAL030W,0.575033709426348
YAL031C,0.0729979817822744
YAL032C,0.13317772112944
YAL033W,0.218485648553653
YAL034C,0.180617850372804
YAL034WA,0.135061877727739
YAL035W,1.46029667505466
YAL036C,0.931765404698593
YAL037W,0.114081107418842
YAL038W,78.5542522490802
YAL039C,0.418011171373426
YAL040C,0.167204381065056
YAL041W,0.0523735999702973
YAL042W,0.284292912622024
YAL043C,0.0578691563622808
YAL044C,3.80084807080622
YAL046C,0.253312140826882
YAL047C,0.11017034036647
YAL048C,0.0387579106419686
YAL049C,0.491023735505859
YAL051W,0.196483826937941
YAL053W,1.1684940266395
YAL054C,0.0329096167568473
YAL055W,0.192191195345496
YAL056W,0.0838567881109848
YAL058W,0.0630378075340057
YAL059W,0.158824227499934
YAL060W,0.107441463598255
YAL061W,0.553531278844428
YAL062W,0.106366879752487
YAL063C,0.0455339641860105
YAL064CA,0.425589399478601
YAL064W,0.571034370762482
YAL064WB,0.23073671230232
YAL065C,0.29726590904916
YAL067C,0.0533089733216474
YAL068C,0.389795845833558
YAR002CA,0.327615319329429
YAR002W,0.206551913673697
YAR003W,0.106525661800027
YAR007C,0.136163431590771
YAR008W,0.232052604460908
YAR009C,0.921096229675844
YAR010C,0.181292663699821
YAR014C,0.0583987473695626
YAR015W,0.204157924512712
YAR018C,0.0855848779343007
YAR019C,0.0351522333913178
YAR020C,1.35007279630655
YAR023C,0.235229357313222
YAR027W,0.42183597158519
YAR028W,0.16255802579552
YAR029W,1.09480830612676
YAR031W,0.257896038910045
