Gene,Xobs
YNL059C,0.111072
YKL120W,1.740275
YLR057W,0.042008
YNL260C,0.024669
YKR009C,0.007120
YEL002C,1.153065
YKL109W,0.049118
YER169W,0.050226
YDR479C,0.081032
YJL222W,0.025395
YER150W,0.262821
YBR188C,0.146563
YBL020W,0.141845
YBR078W,2.237113
YIL142W,1.771144
YPL239W,0.723257
YPL155C,0.013421
YDR254W,0.009456
YBL007C,0.512953
YFL058W,0.032890
YBR008C,0.041084
YPR049C,0.012700
YOL120C,15.267444
YFL051C,0.037706
YAR018C,0.110599
YLR398C,0.185353
YJL070C,0.020076
YKL203C,0.016472
YKR055W,0.073974
YPL228W,0.133902
YGR100W,0.054128
YOR354C,0.079271
YPR109W,0.082636
YIR004W,0.312106
YCL069W,0.013604
YMR152W,0.252920
YNL048W,0.365175
YJL013C,0.028679
YPL173W,0.333088
YDL236W,0.669112
YBR131W,0.025861
YIL124W,0.804154
YGL055W,2.329231
YPL041C,0.031980
YPL126W,0.175371
YBR198C,0.334408
YNL221C,0.120755
YGR102C,0.149647
YHR185C,0.041329
YDR435C,0.070179
YDR319C,0.048866
YOR076C,0.024187
YHR017W,0.105820
YFL003C,0.013210
YDR103W,0.035334
YHR038W,0.122003
YJL065C,0.415785
YDR321W,1.018069
YMR067C,0.034491
YLR388W,36.471063
YGR183C,0.664221
YBR272C,0.078071
YLR069C,0.285355
YDR354W,0.316678
YLR239C,0.074680
YDR089W,0.050041
YBR071W,0.120549
YMR054W,0.322902
YGR048W,0.131937
YJL201W,0.016759
YMR042W,0.051878
YLL051C,0.065147
YDL189W,0.133610
YLR466W,0.135069
YAL047C,0.025651
YHR024C,0.321122
YNR062C,0.003660
YNL075W,0.829973
YLR154C,1.740302
YOR289W,0.119993
YMR176W,0.007271
YDL129W,0.028726
YPR185W,0.024114
YLR055C,0.118206
YMR284W,0.039723
YPR111W,0.018900
YMR268C,0.057580
YMR246W,1.198219
YDR508C,1.125194
YER106W,0.017568
YGR094W,1.355771
YFR006W,0.745902
YNL253W,0.069680
YDR020C,0.026915
YOR084W,0.110428
YOL025W,0.014528
YDR425W,0.019753
YPR097W,0.106392
YCL028W,0.614077
YDR249C,0.031927
YDR259C,0.061489
YOL159C,0.131973
YGL021W,0.059586
YGR124W,2.633389
YNL311C,0.026717
YCL055W,0.039490
YIR014W,0.038726
YDR244W,0.031807
YOR305W,0.120576
YGR223C,0.074235
YGL262W,0.016000
YDR522C,0.030378
YAL037W,0.033056
YDR398W,0.712887
YLR441C,6.966986
YBR140C,0.023866
YFR002W,0.127449
YMR017W,0.017709
YKL127W,0.977001
YFL061W,0.015403
YML085C,1.331271
YCR075C,0.094442
YKR066C,1.136947
YAL025C,0.363978
YER058W,0.423622
YHR094C,1.591270
YGL233W,0.084424
YOL065C,0.080323
YGR155W,3.717684
YNL106C,0.014970
YGL252C,0.288189
YJL192C,0.414274
YGL197W,0.012474
YCR060W,0.378536
YDR325W,0.074673
YMR165C,0.046035
YLR376C,0.037419
YJL105W,0.004449
YER163C,0.272075
YAL015C,0.106084
YML070W,0.721182
YBR199W,0.700543
YOL123W,0.889061
YER125W,0.177548
YHR042W,1.004142
YMR022W,0.198943
YOR174W,0.179786
YPL186C,0.035149
YNL132W,0.274575
YOR168W,0.964295
YHR016C,0.118216
YNL035C,0.081366
YDR332W,0.004534
YOR363C,0.030884
YNL131W,0.726925
YPR168W,0.006145
YNL280C,0.813034
YAL034C,0.006294
YGR096W,0.030799
YKL189W,0.071640
YOR247W,3.342282
YML096W,0.028474
YFL020C,0.214143
YOR074C,0.093681
YBR130C,0.103069
YGR122W,0.023344
YLR035C,0.011583
YDL072C,1.888320
YOR287C,0.045644
YJL019W,0.022546
YLR372W,3.826534
YDR011W,0.399531
YER174C,0.340593
YDR194C,0.262505
YLR290C,0.113586
YBR280C,0.053560
YHR045W,0.366277
YOL017W,0.038795
YGR286C,0.158819
YNL197C,0.028511
YOR064C,0.058595
YKL204W,0.270411
YBL027W,12.615662
YML009C,1.836650
YIL137C,0.090160
YPR051W,0.383334
YNR002C,0.030870
YDL057W,0.087504
YNL238W,0.222333
YOR115C,0.327440
YER175C,0.037207
YNR013C,0.332063
YDL008W,0.404789
YCR016W,0.241492
YDR443C,0.009628
YLR234W,0.007730
YIL041W,2.492818
YJL123C,0.703585
YLR011W,0.108209
YMR322C,0.066735
