Gene,Xobs
YKL201C,0.008120
YOL049W,0.473763
YOL121C,22.297993
YLR084C,0.078368
YAR015W,0.995393
YHR128W,1.811340
YJR108W,0.009843
YCR081W,0.011621
YPL139C,0.234669
YAR019C,0.018429
YPL206C,0.738518
YPR028W,2.588679
YDR099W,1.194766
YDR424C,1.115004
YDR130C,0.068227
YLL064C,0.723991
YNL278W,0.039314
YIL006W,0.012794
YPL084W,0.082611
YPR032W,0.032158
YGR021W,0.101620
YLL034C,0.473095
YBR286W,5.181058
YLL054C,0.013715
YJL074C,0.025169
YBR231C,0.189544
YGR062C,0.042730
YBR261C,0.748107
YMR300C,0.162750
YNL284C,0.409728
YER143W,0.193518
YMR194W,4.311620
YDR512C,0.144782
YBR108W,0.024002
YBR246W,0.215555
YLR240W,0.043672
YGR266W,0.235309
YOL043C,0.126792
YOR030W,0.006655
YPR061C,0.015778
YFR040W,0.016747
YIL060W,0.045701
YPR144C,0.210086
YDR050C,64.699331
YNL019C,0.007580
YLR115W,0.053284
YOR369C,7.166647
YHR214CB,0.417106
YNL163C,0.206467
YLR325C,5.971578
YNL046W,0.186103
YJR044C,0.675927
YIL134W,0.015916
YNL071W,1.195504
YEL027W,11.616161
YGR053C,0.012559
YER161C,0.060063
YCL054W,0.292651
YGR236C,0.036832
YLR327C,0.079726
YPR128C,0.232602
YKL190W,0.718208
YPL187W,0.241797
YDR432W,0.904081
YPR122W,0.008679
YGL133W,0.023361
YER151C,0.167683
YCR107W,0.006365
YNL129W,0.211577
YPL279C,0.046440
YPL012W,0.453607
YLR415C,0.013956
YGR205W,0.022484
YKL091C,0.124242
YKL032C,0.281409
YBR169C,0.066486
YAL027W,0.122164
YJR107W,0.116253
YML113W,0.575378
YCL030C,0.850093
YCL044C,0.090257
YLR179C,1.546025
YMR241W,1.499607
YMR229C,0.231276
YMR083W,1.925418
YPL054W,0.080056
YBR098W,0.007456
YDR150W,0.046389
YNR004W,0.008765
YDR009W,0.031794
YDR065W,0.005033
YDR499W,0.008654
YDL070W,0.062314
YKR062W,0.255624
YKR079C,0.085129
YJR053W,0.010200
YLL033W,0.006452
YPL224C,0.104739
YKL149C,0.100275
YJR027W,0.309910
YOR220W,0.335596
YOR346W,0.047967
YHR059W,0.132405
YDR418W,5.001888
YHR070W,0.559554
YKL219W,0.074808
YGL216W,0.045747
YHR191C,0.218153
YPL100W,0.168015
YDR469W,0.107341
YJL147C,0.010633
YJL002C,2.106401
YHL027W,0.228504
YPL227C,0.334684
YDL216C,0.018279
YKL006CA,0.382132
YDR456W,0.120854
YHL022C,0.015308
YJR136C,0.048934
YML094W,0.581769
YCR101C,0.005383
YGR075C,0.074757
YPL221W,0.216444
YBR007C,0.032545
YKL090W,0.009463
YBR145W,0.311017
YJR011C,0.017393
YML131W,0.255463
YGR116W,0.096386
YMR092C,0.839078
YMR136W,0.041574
YPR031W,0.014030
YBR294W,0.003501
YNR003C,0.177014
YOR143C,0.176593
YGL147C,6.907361
YNL044W,0.889283
YKL193C,0.225868
YDR086C,1.117109
YFR013W,0.069004
YGR232W,0.487879
YGR037C,3.728384
YDR060W,0.324903
YJL116C,0.076319
YGR165W,0.180685
YJL011C,0.505079
YGR267C,0.524966
YGL200C,1.800799
YPR094W,0.951706
YHR142W,0.359963
YER149C,0.091171
YFL026W,0.356998
YOR284W,0.036969
YJL054W,0.095321
YOR025W,0.030887
YOR250C,0.168544
YIR002C,0.060805
YDL186W,0.013303
YOL030W,2.796726
YPL164C,0.005123
YOR371C,0.013991
YLR245C,0.027789
YEL035C,0.013393
YPR063C,0.927585
YNL076W,0.033273
YER123W,0.057724
YHR048W,0.005603
YLR318W,0.001796
YOR066W,0.034688
YPL244C,0.233724
YJR145C,14.355383
YOL028C,0.051090
YHR085W,0.284574
YGR015C,0.016173
YBR061C,0.387418
YML068W,0.030503
YMR105C,0.038320
YNL191W,0.077351
YIL050W,0.040335
YJL130C,1.085204
YKL005C,0.027761
YAL013W,0.261263
YGL002W,0.135636
YKL121W,0.060429
YHR161C,0.033126
YPR118W,0.449488
YGL075C,0.007575
YBR221C,1.346457
YER156C,0.757712
YEL066W,0.399383
YOR353C,0.039473
YER063W,0.304766
YCR045C,0.006624
YBR265W,0.461901
YBR087W,0.346833
YBR006W,0.038898
YLR288C,0.043787
YKL126W,0.324403
YEL073C,0.009257
YDL208W,4.336548
YLR032W,0.064817
YPR069C,1.556729
YML046W,0.088562
YBR118W,63.251044
YLR289W,0.046691
YNL333W,0.054376
YBL008W,0.019150
YML129C,0.163750
YDR539W,0.189688
YHR199C,0.170841
YGR044C,0.320815
YIR013C,0.934543
YKL059C,0.289373
YJR036C,0.007659
YKL119C,0.258324
YLR286C,3.507753
YDR343C,2.408762
YBR053C,0.275706
YGL224C,0.157050
YLR188W,0.244894
YKL116C,0.035908
YNL218W,0.014574
YLR109W,14.891433
YGL064C,0.020349
YGR078C,0.572842
YMR153W,0.171368
YLR139C,0.024230
YJL193W,0.032047
YLR411W,0.075356
YER104W,0.025864
YDR195W,0.044660
YGR113W,0.040731
YLR387C,0.290998
YHR057C,0.937019
YDR416W,0.046699
